Security Id,State,Market Cap
AVADHSUGAR,Uttar Pradesh,1257.46
MAGADSUGAR,Uttar Pradesh,1099.50
GSTL,Maharashtra,67.12
SMSLIFE,Telangana,256.99
APEX,Andhra Pradesh,762.66
SHISHIND,Gujarat,476.88
ANG,Punjab,64.63
LASA,Maharashtra,120.24
MATRIMONY,Tamil Nadu,1275.52
CAPACITE,Maharashtra,2334.23
PQIF,Maharashtra,1435.67
DIAMONDYD,Madhya Pradesh,2148.61
TTFL,Gujarat,39.74
SGRL,Gujarat,1012.61
STL,Maharashtra,173.66
SCPL,Gujarat,466.15
IFGLEXPOR,West Bengal,2269.94
KHADIM,West Bengal,640.04
5PAISA,Maharashtra,1487.61
DNAMEDIA,Maharashtra,60.38
DYCL,Rajasthan,1257.33
SHALBY,Gujarat,3066.94
MRCAGRO,Maharashtra,25.47
APOLLO,Telangana,3595.12
ASHOKAMET,Gujarat,48.92
GGL,Gujarat,33.66
LAL,NCT of Delhi,382.16
KENVI,Gujarat,68.88
TDSL,Uttar Pradesh,21.12
SHIVAMILLS,Tamil Nadu,76.23
ACTIVE,Punjab,148.92
GOYALALUM,NCT of Delhi,131.31
SANDHAR,NCT of Delhi,3469.09
YASHO,Maharashtra,2137.18
OBCL,Madhya Pradesh,120.51
CHEMFAB,Tamil Nadu,979.29
HARDWYN,NCT of Delhi,1039.67
AKSHAR,Gujarat,66.90
INDOSTAR,Maharashtra,2907.42
MEGASTAR,Chandigarh,324.00
ZIMLAB,Maharashtra,535.74
DOLLAR,West Bengal,2911.24
NGIL,Maharashtra,72.40
PALMJEWELS,Gujarat,20.88
RAJNISH,Maharashtra,357.34
RAWEDGE,Maharashtra,37.46
DEEP,Gujarat,188.60
SGIL,Maharashtra,478.87
MANORAMA,Maharashtra,3833.71
AAL,Gujarat,395.31
SHUBHAM,Gujarat,26.67
AKI,Uttar Pradesh,199.06
SMGOLD,Gujarat,16.91
SRD,Rajasthan,734.02
DECCAN,Telangana,73.13
AXITA,Gujarat,554.63
RPSGVENT,West Bengal,2369.32
SPENCERS,West Bengal,706.45
GLOSTERLTD,West Bengal,894.28
XELPMOC,Karnataka,166.20
RITCO,NCT of Delhi,727.93
KRANTI,Maharashtra,76.45
ANUP,Gujarat,3524.16
VIKASLIFE,NCT of Delhi,843.12
GKP,Maharashtra,21.43
WORL,Maharashtra,17.18
BMW,West Bengal,1432.90
AEPL,Maharashtra,749.09
PPL,Punjab,1125.36
PARSHVA,Maharashtra,175.52
ARL,Gujarat,67.85
MURAE,Gujarat,37.56
SBC,Uttar Pradesh,917.14
ALPHALOGIC,Maharashtra,1574.45
IIFLSEC,Maharashtra,5686.51
MUFIN,Rajasthan,1784.78
GALACTICO,Maharashtra,58.86
GENSOL,Gujarat,3565.54
VISHWARAJ,Karnataka,302.51
ANUROOP,Maharashtra,31.43
GIANLIFE,Uttar Pradesh,25.33
ARTEMISMED,NCT of Delhi,3013.48
UNIVPHOTO,Uttar Pradesh,422.05
AARTISURF,Madhya Pradesh,585.41
BONLON,NCT of Delhi,49.23
NDRAUTO,NCT of Delhi,1188.02
SBGLP,Maharashtra,2076.66
MAXIND,Maharashtra,1292.75
ADVAIT,Gujarat,2184.18
ADL,Karnataka,50.74
CHEMCON,Gujarat,926.02
SECMARK,Maharashtra,101.74
ATAM,Punjab,207.59
LIKHITHA,Telangana,1686.49
HEMIPROP,NCT of Delhi,6144.60
RVHL,Punjab,274.37
FAIRCHEMOR,Gujarat,1770.91
AWHCL,Maharashtra,1695.97
STOVEKRAFT,Karnataka,1951.54
SMCGLOBAL,NCT of Delhi,1727.00
NURECA,Maharashtra,269.50
HERANBA,Gujarat,1426.48
DAVANGERE,Karnataka,766.79
SUVIDHAA,Gujarat,112.25
EKI,Madhya Pradesh,908.15
DEEPINDS,Gujarat,1901.12
IWEL,Himachal Pradesh,9051.10
VINEETLAB,Telangana,53.56
DODLA,Telangana,6900.86
IPL,Uttar Pradesh,2413.25
TATVA,Gujarat,2543.77
EXXARO,Gujarat,401.55
KRSNAA,Maharashtra,2109.65
WINDLAS,Uttarakhand,1450.32
SAMOR,Gujarat,184.90
FINOPB,Maharashtra,2464.81
SJS,Karnataka,2424.99
SIGACHI,Telangana,1941.27
TARSONS,West Bengal,2547.78
HITECH,NCT of Delhi,2186.84
SHRIRAMPPS,Tamil Nadu,1720.56
JETFREIGHT,Maharashtra,59.77
HPAL,Maharashtra,888.15
SUPRIYA,Maharashtra,3136.82
BCONCEPTS,Madhya Pradesh,647.15
WEL,NCT of Delhi,1593.69
AGSTRA,Maharashtra,963.09
DEVIT,Gujarat,318.95
SOFTTECH,Maharashtra,442.97
GMRPandUI,Maharashtra,5815.03
AVROIND,Uttar Pradesh,113.03
UMAEXPORTS,West Bengal,285.56
HARIOMPIPE,Telangana,1920.40
SILVERTUC,Gujarat,937.70
PRUDENT,Gujarat,8426.88
ETHOSLTD,Himachal Pradesh,6963.22
EMUDHRA,Karnataka,6577.21
DDEVPLASTIK,West Bengal,4153.55
RHETAN,Gujarat,1031.16
DBOL,Uttar Pradesh,898.22
KSOLVES,NCT of Delhi,1428.65
HARSHA,Gujarat,4668.74
TIPSFILMS,Maharashtra,246.40
EMIL,Telangana,8399.07
DCI,Maharashtra,467.55
TRACXN,Karnataka,970.94
INFOBEAN,Madhya Pradesh,1087.95
HPIL,Gujarat,172.00
INOXGREEN,Gujarat,4677.14
BBTCL,Karnataka,504.68
RUSTOMJEE,Maharashtra,9095.41
VINNY,Gujarat,95.38
AAATECH,Maharashtra,137.18
SIRCA,,1968.46
DHARMAJ,Gujarat,1040.96
SARVESHWAR,Jammu and Kashmir,895.62
UNIPARTS,NCT of Delhi,2261.43
AHL,Maharashtra,2615.86
LANDMARK,Gujarat,2623.02
IEL,Haryana,215.20
ELIN,West Bengal,926.39
RADIANTCMS,Tamil Nadu,853.56
SAH,Rajasthan,197.78
KAMOPAINTS,Haryana,1191.41
AIRAN,Gujarat,365.68
DIVGIITTS,Maharashtra,2086.67
GSLSU,Rajasthan,906.76
AVALON,Tamil Nadu,3386.83
BLAL,Karnataka,1286.82
RHL,Tamil Nadu,280.56
MANKIND,NCT of Delhi,85649.78
AVG,NCT of Delhi,646.22
PAVNAIND,Uttar Pradesh,583.83
SIGMA,Gujarat,434.74
GHCLTEXTIL,Gujarat,852.15
IKIO,NCT of Delhi,2347.79
HMAAGRO,Uttar Pradesh,2623.03
URAVI,,677.60
IDEAFORGE,Maharashtra,3416.19
CYIENTDLM,Telangana,6111.33
SENCO,West Bengal,7440.17
JIOFIN,Maharashtra,213502.12
UTKARSHBNK,Uttar Pradesh,5449.49
NETWEB,Haryana,13463.83
YATHARTH,,3746.50
NIITMTS,Haryana,6598.21
ATL,Maharashtra,1251.57
TREL,Maharashtra,1164.35
REDTAPE,Uttar Pradesh,9806.12
VLEGOV,Maharashtra,927.39
SBFC,Maharashtra,8604.23
CONCORDBIO,Gujarat,17541.52
DPWIRES,Madhya Pradesh,692.87
TVSSCS,Tamil Nadu,8267.89
PYRAMID,Maharashtra,639.69
AEROFLEX,Maharashtra,1941.75
VPRPL,Maharashtra,2500.98
RISHABH,Maharashtra,1639.40
RATNAVEER,Gujarat,890.93
JLHL,Maharashtra,8688.15
RRKABEL,Maharashtra,19606.77
EMSLIMITED,NCT of Delhi,3519.26
SAMHI,NCT of Delhi,3816.81
ZAGGLE,Telangana,3758.38
SOUTHWEST,Haryana,290.32
NUVAMA,Maharashtra,16848.15
KALAMANDIR,Telangana,2591.89
SIGNATURE,NCT of Delhi,20719.71
YATRA,Maharashtra,1930.85
JSWINFRA,Maharashtra,66360.05
MVGJL,,1091.74
UDS,Tamil Nadu,2073.06
VALIANTLAB,Maharashtra,582.01
PLAZACABLE,,371.46
IRMENERGY,Gujarat,1863.29
MAXESTATES,Punjab,8018.31
BLUEJET,Maharashtra,7086.06
CELLO,Daman and Diu,21135.38
HONASA,NCT of Delhi,15236.23
ESAFSFB,Kerala,2630.53
PROTEAN,Maharashtra,5922.79
ASKAUTOLTD,NCT of Delhi,7435.23
IREDA,NCT of Delhi,72690.60
FEDFINA,Maharashtra,4779.46
TATATECH,Maharashtra,40514.12
GANDHAR,Maharashtra,2007.31
FLAIR,Maharashtra,3259.35
BAJEL,Maharashtra,3158.01
INDIASHLTR,Haryana,7869.18
DOMS,Gujarat,13679.21
INOXINDIA,Gujarat,11649.04
MOTISONS,Rajasthan,1479.15
MUTHOOTMF,Maharashtra,4062.83
HAPPYFORGE,Punjab,11463.79
MUFTI,Maharashtra,1064.61
AZAD,Telangana,9587.24
SUNCLAY,Tamil Nadu,3305.42
INNOVACAP,Maharashtra,3166.26
JYOTICNC,Gujarat,26586.90
MEDIASSIST,Karnataka,3915.85
EPACK,Uttar Pradesh,2534.35
NOVAAGRI,,649.03
BLSE,NCT of Delhi,2044.27
PARKHOTELS,West Bengal,3832.20
JGTL,NCT of Delhi,353.56
SIGNPOST,Maharashtra,1333.58
JSFB,Karnataka,7066.64
RPTECH,Maharashtra,2731.21
CAPITALSFB,Punjab,1567.48
ENTERO,Haryana,4808.89
JUNIPER,Maharashtra,9226.06
GPTHEALTH,West Bengal,1396.57
PLATIND,Maharashtra,1382.46
MUKKA,Karnataka,1446.60
RKSWAMY,Tamil Nadu,1367.93
JGCHEM,West Bengal,972.01
GOPAL,Gujarat,4126.27
SCILAL,Maharashtra,4378.04
PVSL,Kerala,1694.87
KRYSTAL,Maharashtra,1014.85
SRM,Jammu and Kashmir,473.80
DPABHUSHAN,Madhya Pradesh,3053.48
BHARTIHEXA,NCT of Delhi,56677.50
INDGN,Karnataka,14008.00
TBOTEK,NCT of Delhi,18792.20
AADHARHFC,Karnataka,19150.68
GODIGIT,Maharashtra,31753.55
AWFIS,NCT of Delhi,4619.88
BOROSCI,Maharashtra,1607.21
TOTEM,Maharashtra,1869.78
KRONOX,Gujarat,545.24
PURPLEFIN,Maharashtra,287.74
IXIGO,Haryana,6700.48
RETAIL,Haryana,34.25
DEEDEV,Haryana,2424.49
AFIL,Rajasthan,403.71
STANLEY,Karnataka,3210.07
ABDL,Maharashtra,8571.72
VRAJ,Chhattisgarh,786.14
RELIABLE,NCT of Delhi,66.98
BANSALWIRE,NCT of Delhi,5445.02
EMCURE,Maharashtra,25549.08
JISLDVREQS,Maharashtra,80.03
KARURVYSYA,Tamil Nadu,16906.91
TIDEWATER,West Bengal,3957.25
AMRUTANJAN,Tamil Nadu,2148.74
XPROINDIA,West Bengal,2067.43
HISARMETAL,Haryana,108.86
BHARATRAS,NCT of Delhi,4559.87
FACT,Kerala,66263.41
GINNIFILA,Uttar Pradesh,211.95
SPIC,Tamil Nadu,1685.73
DENORA,Goa,979.52
SAKSOFT,Tamil Nadu,2984.50
SALONA,Tamil Nadu,157.86
ANDHRSUGAR,Andhra Pradesh,1556.62
IMPAL,Tamil Nadu,1385.28
KCP,Tamil Nadu,3081.22
KHAITANLTD,West Bengal,36.27
SUNDARMFIN,Tamil Nadu,46563.63
SUNDRMBRAK,Tamil Nadu,288.03
WHEELS,Tamil Nadu,1999.23
LAMBODHARA,Tamil Nadu,138.88
MAITHANALL,West Bengal,3416.09
ORISSAMINE,West Bengal,4245.63
MADRASFERT,Tamil Nadu,1858.30
AURUMPP,,467.93
SKIPPERPP,,204.83
NGILPP,,8.02
